WE12 at 20% dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,site,arrive,depart,lat,long,,,,,,,,,,,,,,,,,,,,,,
8/4/2014,WE12,12:48,13:17,41 42.157,83 15.781,,,,,,,,,,,,,,,,,,,,,,
Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Ch1 Peak,Ch2 Peak,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Date,Diameter (ABD),Diameter (ESD),Edge Gradient,Elongation,Image File,Intensity,Length,Perimeter,Roughness,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
530,709.95,709.95,0.65,433.26,479.01,1.11,0.56,0.59,0.74,1.68,8/5/2014,30.07,41.24,51.98,2.95,WE12at20%dilutionRepF_000006.tif,150,51.81,176.79,1.1,0.34,14:05:05,2014-08-05T18:05:05.258,0.27,1.42E+04,3.67E+04,31.27
531,78316.19,78316.19,0.58,433.26,479.01,1.11,0.21,0.39,0.74,2.54,8/5/2014,315.78,387.83,79.12,5.82,WE12at20%dilutionRepF_000006.tif,80.39,461,1648.54,1.32,0.5,14:05:05,2014-08-05T18:05:05.258,0.19,1.65E+07,3.05E+07,272.33
532,27384.22,27384.22,0.63,242.45,171.47,0.71,0.53,0.74,0.89,1.35,8/5/2014,186.73,202.72,44.96,1.6,WE12at20%dilutionRepF_000006.tif,82.97,245.61,728.9,1.09,0.84,14:05:05,2014-08-05T18:05:05.542,0.08,3.41E+06,4.36E+06,148.77
533,12448.76,12448.76,0.78,214.18,174.19,0.81,0.7,0.68,0.94,1.46,8/5/2014,125.9,140.76,93.16,2.13,WE12at20%dilutionRepF_000006.tif,120.1,165.41,528.95,1.12,0.61,14:05:06,2014-08-05T18:05:06.111,0.11,1.04E+06,1.46E+06,114.9
534,60996.58,60996.58,0.36,213.75,0.75,0,0,0.27,0.41,3.72,8/5/2014,278.68,438.59,158.69,9.59,WE12at20%dilutionRepF_000006.tif,83.11,566.2,1769.7,1.25,0.1,14:05:06,2014-08-05T18:05:06.394,0.36,1.13E+07,4.42E+07,240.35
535,6797.99,6797.99,0.73,456.01,342.13,0.75,0.64,0.66,0.9,1.51,8/5/2014,93.03,106.78,91.19,2.32,WE12at20%dilutionRepF_000006.tif,150.2,119.74,410.68,1.12,0.59,14:05:06,2014-08-05T18:05:06.510,0.13,4.22E+05,6.37E+05,92.09
536,44527.69,44527.69,0.67,456.01,342.13,0.75,0.07,0.38,0.68,2.63,8/5/2014,238.11,308.91,75.43,6.09,WE12at20%dilutionRepF_000006.tif,83.12,363.28,1280.07,1.28,0.11,14:05:06,2014-08-05T18:05:06.510,0.23,7.07E+06,1.54E+07,259.24
537,1021.61,1021.61,0.34,249.22,213.75,0.86,0.22,0.45,0.44,2.21,8/5/2014,36.07,52.96,81.48,4.74,WE12at20%dilutionRepF_000006.tif,126.84,70.07,230.73,1.16,0.32,14:05:06,2014-08-05T18:05:06.604,0.32,2.46E+04,7.78E+04,25.24
538,6614.6,6614.6,0.67,249.22,213.75,0.86,0.59,0.69,0.87,1.44,8/5/2014,91.77,104.91,149.4,2.04,WE12at20%dilutionRepF_000006.tif,89.02,121.51,396.41,1.1,0.6,14:05:06,2014-08-05T18:05:06.604,0.13,4.05E+05,6.04E+05,85.82
539,17486.15,17486.15,0.48,330.87,327.63,0.99,0.29,0.63,0.72,1.59,8/5/2014,149.21,179.05,167.96,2.61,WE12at20%dilutionRepF_000006.tif,50.56,222.58,643.56,1.08,0.49,14:05:07,2014-08-05T18:05:07.096,0.17,1.74E+06,3.01E+06,116.95
540,4168.92,4168.92,0.71,330.87,327.63,0.99,0.64,0.76,0.88,1.32,8/5/2014,72.86,84.66,36.96,1.47,WE12at20%dilutionRepF_000006.tif,163.38,96.27,311.06,1.05,0.68,14:05:07,2014-08-05T18:05:07.096,0.14,2.02E+05,3.18E+05,65.09
541,51935.81,51935.81,0.26,121.75,0.75,0.01,0,0.34,0.39,2.98,8/5/2014,257.15,392.88,61.4,7.21,WE12at20%dilutionRepF_000006.tif,122.79,552.88,1465.94,1.16,0.33,14:05:07,2014-08-05T18:05:07.514,0.35,8.90E+06,3.18E+07,177.2
542,43700.01,43700.01,0.49,355.86,323.78,0.91,0,0.36,0.58,2.79,8/5/2014,235.88,301.67,143.63,6.63,WE12at20%dilutionRepF_000006.tif,75.89,364.39,1308.62,1.33,0.45,14:05:08,2014-08-05T18:05:08.155,0.22,6.87E+06,1.44E+07,204.33
543,7096.65,7096.65,0.69,278.26,226.75,0.81,0.67,0.84,0.92,1.2,8/5/2014,95.06,101.77,29.25,1,WE12at20%dilutionRepF_000006.tif,151.67,118.51,372.45,1.06,0.71,14:05:08,2014-08-05T18:05:08.453,0.07,4.50E+05,5.52E+05,80.4
544,30769.04,30769.04,0.61,259.73,252.18,0.97,0.45,0.61,0.85,1.64,8/5/2014,197.93,225.39,130.84,2.78,WE12at20%dilutionRepF_000006.tif,102.18,270.76,848.9,1.15,0.63,14:05:09,2014-08-05T18:05:09.093,0.12,4.06E+06,6.00E+06,160.15
545,40500.92,40500.92,0.67,467.83,461.43,0.99,0.59,0.75,0.92,1.33,8/5/2014,227.08,243.49,59.37,1.54,WE12at20%dilutionRepF_000006.tif,80.73,292.58,872.25,1.1,0.84,14:05:09,2014-08-05T18:05:09.174,0.07,6.13E+06,7.56E+06,198.44
546,2445.01,2445.01,0.59,467.83,461.43,0.99,0.63,0.77,0.86,1.3,8/5/2014,55.8,63.51,162.15,1.31,WE12at20%dilutionRepF_000006.tif,131.97,80.08,247.15,1.07,0.72,14:05:09,2014-08-05T18:05:09.174,0.12,9.09E+04,1.34E+05,43.91
547,19327.84,19327.84,0.71,242.45,0.75,0,0.12,0.33,0.65,3.01,8/5/2014,156.87,205.05,148.47,7.32,WE12at20%dilutionRepF_000006.tif,103.53,234.05,927.8,1.37,0.33,14:05:10,2014-08-05T18:05:10.299,0.23,2.02E+06,4.51E+06,177.85
548,5975.35,5975.35,0.75,72.27,0.75,0.01,0.63,0.61,0.9,1.64,8/5/2014,87.22,99.86,123.51,2.78,WE12at20%dilutionRepF_000006.tif,145.16,117.24,404.05,1.17,0.58,14:05:10,2014-08-05T18:05:10.508,0.13,3.47E+05,5.21E+05,81.1
549,20562.22,20562.22,0.46,194.49,193.34,0.99,0.22,0.51,0.68,1.96,8/5/2014,161.8,199.49,97.68,3.89,WE12at20%dilutionRepF_000006.tif,130.76,257.8,769.28,1.17,0.33,14:05:10,2014-08-05T18:05:10.656,0.19,2.22E+06,4.16E+06,122.25
550,12053.77,12053.77,0.71,194.49,193.34,0.99,0.66,0.8,0.92,1.25,8/5/2014,123.88,133.96,58.86,1,WE12at20%dilutionRepF_000006.tif,127.13,155.96,482.47,1.07,0.78,14:05:10,2014-08-05T18:05:10.656,0.08,9.96E+05,1.26E+06,105.22
551,643.78,643.78,0.23,247.75,292.29,1.18,0.34,0.49,0.43,2.05,8/5/2014,28.63,46.7,21.9,4.2,WE12at20%dilutionRepF_000006.tif,196.16,72.88,188.62,1.06,0.72,14:05:11,2014-08-05T18:05:11.225,0.39,1.23E+04,5.33E+04,11.47
552,99859.27,99859.27,0.24,247.75,292.29,1.18,0,0.37,0.41,2.73,8/5/2014,356.57,534.56,148.9,6.41,WE12at20%dilutionRepF_000006.tif,53.63,763.8,1918.73,1.12,0.38,14:05:11,2014-08-05T18:05:11.225,0.33,2.37E+07,8.00E+07,213.87
553,7472.99,7472.99,0.78,48.76,0.75,0.02,0.76,0.85,0.95,1.18,8/5/2014,97.54,103.59,64.78,1,WE12at20%dilutionRepF_000006.tif,166.64,115.54,378.37,1.06,0.8,14:05:11,2014-08-05T18:05:11.300,0.06,4.86E+05,5.82E+05,87.16
554,2143.41,2143.41,0.17,264.9,182.98,0.69,0.02,0.36,0.3,2.78,8/5/2014,52.24,93.74,120.09,6.57,WE12at20%dilutionRepF_000006.tif,128.67,143.84,343.08,1.05,0.53,14:05:11,2014-08-05T18:05:11.592,0.44,7.46E+04,4.31E+05,16.26
555,31317.99,31317.99,0.67,264.9,182.98,0.69,0.58,0.76,0.91,1.32,8/5/2014,199.69,215.81,32.65,1.49,WE12at20%dilutionRepF_000006.tif,121.96,252.09,769.88,1.09,0.78,14:05:11,2014-08-05T18:05:11.592,0.07,4.17E+06,5.26E+06,161.13
556,84074.53,84074.53,0.33,350.99,304.62,0.87,0,0.45,0.47,2.21,8/5/2014,327.18,444.67,50.48,4.74,WE12at20%dilutionRepF_000006.tif,107.22,590.58,1590.76,1.11,0.23,14:05:11,2014-08-05T18:05:11.752,0.26,1.83E+07,4.60E+07,231.32
557,12678.13,12678.13,0.5,350.99,304.62,0.87,0.39,0.63,0.77,1.58,8/5/2014,127.05,147.97,81.1,2.57,WE12at20%dilutionRepF_000006.tif,104.27,186.93,554.03,1.12,0.59,14:05:11,2014-08-05T18:05:11.752,0.14,1.07E+06,1.70E+06,98.94
558,3210.27,3210.27,0.64,162.92,145.92,0.9,0.65,0.77,0.88,1.3,8/5/2014,63.93,73.03,129.76,1.37,WE12at20%dilutionRepF_000006.tif,104.42,94.13,277.13,1.06,0.73,14:05:12,2014-08-05T18:05:12.192,0.12,1.37E+05,2.04E+05,52.39
559,50008.45,50008.45,0.49,291.71,0.75,0,0.01,0.37,0.6,2.73,8/5/2014,252.33,320.6,195.78,6.42,WE12at20%dilutionRepF_000006.tif,95.75,399.24,1378.67,1.32,0.13,14:05:12,2014-08-05T18:05:12.675,0.21,8.41E+06,1.73E+07,229.21
560,23761.54,23761.54,0.64,185.88,0.75,0,0.41,0.59,0.83,1.69,8/5/2014,173.94,198.33,120.92,2.96,WE12at20%dilutionRepF_000006.tif,90.7,225.06,763.67,1.17,0.51,14:05:13,2014-08-05T18:05:13.301,0.12,2.76E+06,4.08E+06,164.39
561,9854.26,9854.26,0.88,225.42,161,0.71,0.83,0.78,0.98,1.28,8/5/2014,112.01,118.53,113.37,1.16,WE12at20%dilutionRepF_000006.tif,84.05,126.5,445.45,1.1,0.8,14:05:14,2014-08-05T18:05:14.010,0.05,7.36E+05,8.72E+05,106.24
562,1921.69,1921.69,0.57,244.36,121.75,0.5,0.66,0.85,0.85,1.17,8/5/2014,49.46,55.6,49.36,1,WE12at20%dilutionRepF_000006.tif,181.17,73.28,213.4,1.04,0.84,14:05:14,2014-08-05T18:05:14.379,0.11,6.34E+04,9.00E+04,35.65
563,36501.7,36501.7,0.73,244.36,121.75,0.5,0.6,0.72,0.92,1.39,8/5/2014,215.58,238.32,54.56,1.83,WE12at20%dilutionRepF_000006.tif,121.17,280.8,848.6,1.09,0.77,14:05:14,2014-08-05T18:05:14.379,0.1,5.25E+06,7.09E+06,203.84
564,12844.36,12844.36,0.82,83.6,78.66,0.94,0.7,0.65,0.94,1.54,8/5/2014,127.88,146.88,55.89,2.42,WE12at20%dilutionRepF_000006.tif,153.05,173.81,549.96,1.12,0.71,14:05:14,2014-08-05T18:05:14.596,0.13,1.10E+06,1.66E+06,127.31
565,48157.6,48157.6,0.7,284.91,252.68,0.89,0.47,0.63,0.88,1.59,8/5/2014,247.62,279.24,59.59,2.62,WE12at20%dilutionRepF_000006.tif,116.74,338.84,1034.35,1.14,0.6,14:05:14,2014-08-05T18:05:14.738,0.11,7.95E+06,1.14E+07,225.06
566,10543.07,10543.07,0.54,222.77,192.2,0.86,0.41,0.61,0.78,1.65,8/5/2014,115.86,139.79,163.39,2.82,WE12at20%dilutionRepF_000006.tif,86.36,177.56,521,1.11,0.56,14:05:15,2014-08-05T18:05:15.194,0.17,8.14E+05,1.43E+06,95.34
567,11809.18,11809.18,0.46,223.21,181.54,0.81,0.33,0.7,0.73,1.43,8/5/2014,122.62,144.08,35.55,2,WE12at20%dilutionRepF_000006.tif,170.35,185.59,510.91,1.06,0.7,14:05:16,2014-08-05T18:05:16.225,0.15,9.65E+05,1.57E+06,81.31
568,1553.84,1553.84,0.56,223.21,181.54,0.81,0.62,0.74,0.81,1.35,8/5/2014,44.48,52.75,124.62,1.63,WE12at20%dilutionRepF_000006.tif,171.23,66.68,210.95,1.07,0.68,14:05:16,2014-08-05T18:05:16.225,0.16,4.61E+04,7.69E+04,34.3
569,34938.36,34938.36,0.8,143.35,0.75,0.01,0.72,0.74,0.96,1.35,8/5/2014,210.91,225.55,93.32,1.61,WE12at20%dilutionRepF_000006.tif,107.79,258.47,817.6,1.1,0.81,14:05:16,2014-08-05T18:05:16.840,0.06,4.91E+06,6.01E+06,199.66
570,17927.79,17927.79,0.1,23.49,0.75,0.03,0,0.11,0.08,9.27,8/5/2014,151.08,459.69,131.91,27.1,WE12at20%dilutionRepF_000007.tif,157.27,703.34,1572.68,1.07,0.34,14:05:17,2014-08-05T18:05:17.504,0.67,1.81E+06,5.09E+07,85.79
571,5574.28,5574.28,0.7,45.24,0.75,0.02,0.59,0.79,0.88,1.27,8/5/2014,84.25,94.09,98.66,1,WE12at20%dilutionRepF_000007.tif,152.74,106.27,345.22,1.06,0.54,14:05:18,2014-08-05T18:05:18.055,0.1,3.13E+05,4.36E+05,70.74
572,19585.76,19585.76,0.54,147.07,52.65,0.36,0.27,0.58,0.74,1.72,8/5/2014,157.92,186.51,50.75,3.08,WE12at20%dilutionRepF_000007.tif,128.79,224.65,705.25,1.14,0.35,14:05:19,2014-08-05T18:05:19.131,0.15,2.06E+06,3.40E+06,131.64
573,16612.25,16612.25,0.59,147.07,52.65,0.36,0.49,0.69,0.85,1.44,8/5/2014,145.44,162.99,209.19,2.04,WE12at20%dilutionRepF_000007.tif,51.03,189.87,598.7,1.1,0.72,14:05:19,2014-08-05T18:05:19.131,0.11,1.61E+06,2.27E+06,118.22
574,20756.11,21556.62,0.78,273.37,260.76,0.95,0.64,0.63,0.92,1.59,8/5/2014,162.57,186.06,99.28,2.61,WE12at20%dilutionRepF_000007.tif,118.88,206.92,708.9,1.33,0.61,14:05:19,2014-08-05T18:05:19.537,0.13,2.25E+06,3.37E+06,160.36
575,63375.42,63375.42,0.82,463.25,458.71,0.99,0.39,0.66,0.86,1.51,8/5/2014,284.06,320.31,43.02,2.33,WE12at20%dilutionRepF_000007.tif,109.25,339.65,1149.38,1.11,0.35,14:05:19,2014-08-05T18:05:19.602,0.11,1.20E+07,1.72E+07,279.49
576,1736.69,1736.69,0.8,61.26,0.75,0.01,0.71,0.72,0.93,1.39,8/5/2014,47.02,54.93,134.21,1.84,WE12at20%dilutionRepF_000007.tif,113.74,66.68,223.8,1.1,0.54,14:05:20,2014-08-05T18:05:20.780,0.14,5.44E+04,8.68E+04,44.39
577,16172.01,16172.01,0.89,72.99,0.75,0.01,0.79,0.82,0.98,1.22,8/5/2014,143.5,150.35,29.76,1,WE12at20%dilutionRepF_000007.tif,151.79,158.09,543.33,1.08,0.68,14:05:20,2014-08-05T18:05:20.914,0.05,1.55E+06,1.78E+06,140.3
578,838.85,838.85,0.47,72.99,0.75,0.01,0.46,0.48,0.62,2.09,8/5/2014,32.68,45.26,30.09,4.33,WE12at20%dilutionRepF_000007.tif,170.25,54.56,208.81,1.2,0.45,14:05:20,2014-08-05T18:05:20.914,0.28,1.83E+04,4.86E+04,29.22
579,16236.01,16236.01,0.72,364.37,306.43,0.84,0.45,0.62,0.86,1.6,8/5/2014,143.78,166.59,57.18,2.66,WE12at20%dilutionRepF_000007.tif,136.15,193.5,624.8,1.13,0.48,14:05:21,2014-08-05T18:05:21.045,0.14,1.56E+06,2.42E+06,136.65
580,1433.29,1433.29,0.86,364.37,306.43,0.84,0.83,0.9,0.96,1.12,8/5/2014,42.72,46.02,108.45,1,WE12at20%dilutionRepF_000007.tif,159.63,49.52,185.87,1.06,0.77,14:05:21,2014-08-05T18:05:21.045,0.07,4.08E+04,5.10E+04,39.91
581,3246.47,3246.47,0.92,32,0.75,0.02,0.86,0.79,0.98,1.27,8/5/2014,64.29,69.21,75.07,1,WE12at20%dilutionRepF_000007.tif,110.03,74.26,274.98,1.11,0.82,14:05:21,2014-08-05T18:05:21.240,0.07,1.39E+05,1.74E+05,64.85
582,8686.15,8686.15,0.63,184.06,177.65,0.97,0.59,0.73,0.88,1.37,8/5/2014,105.16,117.2,36.27,1.71,WE12at20%dilutionRepF_000007.tif,150.4,143.08,435.05,1.09,0.79,14:05:22,2014-08-05T18:05:22.569,0.1,6.09E+05,8.43E+05,87.96
583,29279.46,29279.46,0.5,152.67,0.75,0,0,0.18,0.33,5.63,8/5/2014,193.08,343.58,92.7,15.61,WE12at20%dilutionRepF_000007.tif,132.29,428.54,1538.03,1.38,0.25,14:05:23,2014-08-05T18:05:23.150,0.44,3.77E+06,2.12E+07,271.62
584,20909.65,20909.65,0.62,152.37,45.6,0.3,0.54,0.76,0.88,1.31,8/5/2014,163.17,177.14,61.1,1.42,WE12at20%dilutionRepF_000007.tif,93.89,210.25,635.2,1.08,0.72,14:05:23,2014-08-05T18:05:23.543,0.08,2.27E+06,2.91E+06,128.91
585,5085.11,5085.11,0.63,207.54,125.65,0.61,0.64,0.83,0.89,1.2,8/5/2014,80.46,87.66,161.44,1,WE12at20%dilutionRepF_000007.tif,89.9,104.58,323,1.05,0.78,14:05:23,2014-08-05T18:05:23.760,0.08,2.73E+05,3.53E+05,64.67
586,2423.84,2423.84,0.78,117.74,79.59,0.68,0.81,0.89,0.96,1.12,8/5/2014,55.55,59,133.33,1,WE12at20%dilutionRepF_000007.tif,111.79,66.75,229.41,1.06,0.82,14:05:24,2014-08-05T18:05:24.207,0.06,8.98E+04,1.08E+05,51.57
587,2346.39,2346.39,0.93,117.74,79.59,0.68,0.93,0.95,1,1.05,8/5/2014,54.66,56.4,79.33,1,WE12at20%dilutionRepF_000007.tif,184.13,59.41,218.6,1.05,0.91,14:05:24,2014-08-05T18:05:24.207,0.03,8.55E+04,9.39E+04,54.46
588,32531.63,32531.63,0.83,402.84,390.35,0.97,0.7,0.82,0.95,1.23,8/5/2014,203.52,216.59,43.44,1,WE12at20%dilutionRepF_000007.tif,126.36,249.83,754.29,1.06,0.74,14:05:24,2014-08-05T18:05:24.515,0.06,4.41E+06,5.32E+06,189.2
589,30285.9,30285.9,0.71,252.68,232.63,0.92,0.6,0.65,0.92,1.53,8/5/2014,196.37,214.12,42.54,2.38,WE12at20%dilutionRepF_000007.tif,95.25,246.14,813.91,1.16,0.69,14:05:24,2014-08-05T18:05:24.808,0.08,3.96E+06,5.14E+06,171.57
590,3676.07,3676.07,0.86,93.71,0.75,0.01,0.81,0.8,0.97,1.26,8/5/2014,68.41,73.36,107.21,1,WE12at20%dilutionRepF_000007.tif,102.36,80.68,287.83,1.1,0.77,14:05:25,2014-08-05T18:05:25.080,0.07,1.68E+05,2.07E+05,66.52
591,9666.83,9666.83,0.93,155.1,0.75,0,0.88,0.9,0.99,1.12,8/5/2014,110.94,114.84,38.58,1,WE12at20%dilutionRepF_000007.tif,158.51,120.11,412.53,1.05,0.82,14:05:25,2014-08-05T18:05:25.234,0.03,7.15E+05,7.93E+05,109.55
592,63008.03,63008.03,0.67,413.28,372.34,0.9,0.21,0.46,0.77,2.19,8/5/2014,283.24,338.37,94.43,4.67,WE12at20%dilutionRepF_000007.tif,80.24,367.29,1378.98,1.26,0.27,14:05:25,2014-08-05T18:05:25.927,0.16,1.19E+07,2.03E+07,285.59
593,10127.93,10127.93,0.66,114.77,77.58,0.68,0.6,0.76,0.9,1.32,8/5/2014,113.56,125.18,31.7,1.48,WE12at20%dilutionRepF_000007.tif,151.88,156.14,458.4,1.08,0.71,14:05:26,2014-08-05T18:05:26.382,0.09,7.67E+05,1.03E+06,93.13
594,1261.29,1261.29,0.66,114.77,77.58,0.68,0.76,0.91,0.92,1.1,8/5/2014,40.07,43.61,36.1,1,WE12at20%dilutionRepF_000007.tif,197.71,55.29,175.78,1.05,0.91,14:05:26,2014-08-05T18:05:26.382,0.08,3.37E+04,4.34E+04,31.07
595,65739.55,65739.55,0.21,294.6,210.42,0.71,0,0.35,0.33,2.88,8/5/2014,289.31,451.44,119.86,6.92,WE12at20%dilutionRepF_000007.tif,67.84,618.39,1614.6,1.11,0.42,14:05:26,2014-08-05T18:05:26.545,0.36,1.27E+07,4.82E+07,175.92
596,4043.41,4043.41,0.79,197.96,172.49,0.87,0.76,0.79,0.95,1.27,8/5/2014,71.75,78.96,153.72,1,WE12at20%dilutionRepF_000007.tif,113.77,92.89,301.38,1.08,0.72,14:05:26,2014-08-05T18:05:26.687,0.09,1.93E+05,2.58E+05,66.52
597,2339.36,2339.36,0.71,197.96,172.49,0.87,0.74,0.86,0.92,1.16,8/5/2014,54.58,59.44,93.57,1,WE12at20%dilutionRepF_000007.tif,172.29,68.96,230.12,1.06,0.67,14:05:26,2014-08-05T18:05:26.687,0.08,8.51E+04,1.10E+05,48.19
598,25802.73,25802.73,0.63,313.13,281.56,0.9,0.49,0.71,0.87,1.42,8/5/2014,181.25,198.47,35.47,1.93,WE12at20%dilutionRepF_000007.tif,126.19,233.63,727.47,1.11,0.59,14:05:26,2014-08-05T18:05:26.990,0.09,3.12E+06,4.09E+06,150.48
599,33508.48,33508.48,0.57,313.13,281.56,0.9,0.44,0.64,0.84,1.57,8/5/2014,206.55,236.94,32.51,2.54,WE12at20%dilutionRepF_000007.tif,123.05,290.76,865.21,1.11,0.66,14:05:26,2014-08-05T18:05:26.990,0.13,4.61E+06,6.97E+06,168.45
600,1818.66,1818.66,0.05,46.05,0.75,0.02,0,0.11,0.09,8.89,8/5/2014,48.12,167.36,84.64,25.9,WE12at20%dilutionRepF_000007.tif,125.98,265.63,575.43,1.03,0.27,14:05:27,2014-08-05T18:05:27.885,0.71,5.83E+04,2.45E+06,8.68
601,1333.73,1333.73,0.8,46.05,0.75,0.02,0.75,0.74,0.92,1.35,8/5/2014,41.21,48.17,87.07,1.61,WE12at20%dilutionRepF_000007.tif,152.17,52,198.71,1.09,0.63,14:05:27,2014-08-05T18:05:27.885,0.14,3.66E+04,5.85E+04,41.89
602,3969.72,3969.72,0.72,332.83,343.48,1.03,0.76,0.88,0.94,1.14,8/5/2014,71.09,75.55,25.17,1,WE12at20%dilutionRepF_000007.tif,178.09,90.35,282.63,1.05,0.83,14:05:28,2014-08-05T18:05:28.633,0.06,1.88E+05,2.26E+05,60.73
603,52534.32,52534.32,0.52,332.83,343.48,1.03,0.25,0.53,0.74,1.88,8/5/2014,258.63,310.78,61.01,3.62,WE12at20%dilutionRepF_000007.tif,90.41,371.04,1170.36,1.16,0.56,14:05:28,2014-08-05T18:05:28.633,0.17,9.06E+06,1.57E+07,226.51
604,5115.13,5115.13,0.85,166.15,0.75,0,0.85,0.88,0.98,1.14,8/5/2014,80.7,84.38,121.83,1,WE12at20%dilutionRepF_000007.tif,92.52,91.38,314.64,1.06,0.84,14:05:29,2014-08-05T18:05:29.067,0.04,2.75E+05,3.15E+05,75.39
605,2297.23,2297.23,0.08,130.43,0.75,0.01,0,0.22,0.16,4.56,8/5/2014,54.08,130.3,32.86,12.26,WE12at20%dilutionRepF_000007.tif,184.33,203.26,452.27,1.03,0.77,14:05:29,2014-08-05T18:05:29.922,0.58,8.28E+04,1.16E+06,11.42
606,13510.24,13510.24,0.46,130.43,0.75,0.01,0.21,0.49,0.66,2.05,8/5/2014,131.16,166.19,100.46,4.22,WE12at20%dilutionRepF_000007.tif,101.83,200.83,650.49,1.17,0.38,14:05:29,2014-08-05T18:05:29.922,0.21,1.18E+06,2.40E+06,104.85
607,1189.36,1189.36,0.53,176.61,0.75,0,0.58,0.74,0.78,1.36,8/5/2014,38.91,47.66,102.86,1.66,WE12at20%dilutionRepF_000007.tif,126.77,58.86,191.07,1.06,0.68,14:05:30,2014-08-05T18:05:30.547,0.18,3.09E+04,5.67E+04,26.54
608,37794.99,37794.99,0.71,176.61,0.75,0,0.6,0.7,0.92,1.43,8/5/2014,219.37,243.01,116.51,2,WE12at20%dilutionRepF_000007.tif,70.36,274.35,875,1.1,0.73,14:05:30,2014-08-05T18:05:30.547,0.1,5.53E+06,7.51E+06,190.38
609,1709.46,1709.46,0.29,144.49,119.14,0.82,0.28,0.53,0.5,1.87,8/5/2014,46.65,66.48,105.4,3.59,WE12at20%dilutionRepF_000007.tif,115.08,95.73,257.54,1.07,0.43,14:05:31,2014-08-05T18:05:31.247,0.3,5.32E+04,1.54E+05,24.22
610,6843.89,6843.89,0.85,144.49,119.14,0.82,0.81,0.87,0.97,1.15,8/5/2014,93.35,99.09,28.48,1,WE12at20%dilutionRepF_000007.tif,164.37,108.79,359.2,1.05,0.79,14:05:31,2014-08-05T18:05:31.247,0.06,4.26E+05,5.10E+05,86.19
611,9807.38,9807.38,0.62,172.49,141.39,0.82,0.51,0.64,0.84,1.57,8/5/2014,111.75,127.26,55.35,2.54,WE12at20%dilutionRepF_000007.tif,112.47,148.83,492.45,1.14,0.52,14:05:32,2014-08-05T18:05:32.013,0.12,7.31E+05,1.08E+06,98.36
612,10472.52,10472.52,0.66,15.85,0.75,0.05,0.6,0.63,0.88,1.6,8/5/2014,115.47,132.26,114.4,2.65,WE12at20%dilutionRepF_000007.tif,133.97,163.69,511.62,1.14,0.66,14:05:32,2014-08-05T18:05:32.187,0.13,8.06E+05,1.21E+06,104.75
613,1419.96,1419.96,0.9,189.2,138.09,0.73,0.79,0.85,0.96,1.18,8/5/2014,42.52,46.62,42.64,1,WE12at20%dilutionRepF_000007.tif,212.06,52.85,190.77,1.08,0.71,14:05:33,2014-08-05T18:05:33.101,0.09,4.03E+04,5.31E+04,41.27
614,2185.25,2185.25,0.8,189.2,138.09,0.73,0.82,0.89,0.97,1.12,8/5/2014,52.75,56.32,213.05,1,WE12at20%dilutionRepF_000007.tif,83.23,64.5,220.03,1.06,0.8,14:05:33,2014-08-05T18:05:33.101,0.06,7.68E+04,9.35E+04,48.06
615,136145.95,136145.95,0.57,297.51,335.46,1.13,0,0.34,0.57,2.94,8/5/2014,416.35,561.92,143.39,7.08,WE12at20%dilutionRepF_000007.tif,53.74,679.11,2313.11,1.29,0.47,14:05:33,2014-08-05T18:05:33.294,0.26,3.78E+07,9.29E+07,424.75
616,5385.77,5385.77,0.67,145.92,112.53,0.77,0.67,0.71,0.91,1.42,8/5/2014,82.81,92.27,54.18,1.94,WE12at20%dilutionRepF_000007.tif,151.78,111.29,359.5,1.12,0.79,14:05:33,2014-08-05T18:05:33.535,0.1,2.97E+05,4.11E+05,73.96
617,4176.31,4176.31,0.39,104.01,0.75,0.01,0.35,0.62,0.66,1.62,8/5/2014,72.92,91.43,171.52,2.72,WE12at20%dilutionRepF_000007.tif,90.42,128.57,344.62,1.08,0.78,14:05:33,2014-08-05T18:05:33.657,0.2,2.03E+05,4.00E+05,44.88
618,5040.12,5040.12,0.65,104.01,0.75,0.01,0.65,0.78,0.9,1.28,8/5/2014,80.11,88.01,78.73,1.19,WE12at20%dilutionRepF_000007.tif,131.14,108.37,332.38,1.08,0.64,14:05:33,2014-08-05T18:05:33.657,0.09,2.69E+05,3.57E+05,68.15
619,11998.52,11998.52,0.95,242.92,0.75,0,0.78,0.86,0.97,1.16,8/5/2014,123.6,130.05,66.32,1,WE12at20%dilutionRepF_000007.tif,127.68,135.92,463,1.05,0.73,14:05:33,2014-08-05T18:05:33.887,0.05,9.89E+05,1.15E+06,123.98
620,4265.1,4265.1,0.58,210.42,221.9,1.05,0.59,0.81,0.85,1.24,8/5/2014,73.69,82.69,169.27,1,WE12at20%dilutionRepF_000007.tif,94.64,102.97,303.83,1.05,0.84,14:05:34,2014-08-05T18:05:34.010,0.11,2.10E+05,2.96E+05,54.7
